"Privaciones por hogar según variable
Departamentos
2018-2024",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
Antioquia,Analfabetismo,9,6,20,8.5,5.8,19.5,8.1,6.3,14.8,8.3,6.4,16.5,7,4.7,17,7.2,4.8,18.1,6.7,5,14.6
