"Incidencia de Pobreza Multidimensional según sexo del jefe de hogar
Departamentos
2018-2024                                                                                                                                                   ",IPM_Sexo Jefe_Unnamed: 1,IPM_Sexo Jefe_Unnamed: 2,IPM_Sexo Jefe_Unnamed: 3,IPM_Sexo Jefe_Unnamed: 4,IPM_Sexo Jefe_Unnamed: 5,IPM_Sexo Jefe_Unnamed: 6,IPM_Sexo Jefe_Unnamed: 7,IPM_Sexo Jefe_Unnamed: 8,IPM_Sexo Jefe_Unnamed: 9,IPM_Sexo Jefe_Unnamed: 10,IPM_Sexo Jefe_Unnamed: 11,IPM_Sexo Jefe_Unnamed: 12,IPM_Sexo Jefe_Unnamed: 13,IPM_Sexo Jefe_Unnamed: 14
Cifras en Porcentaje,2018,,2019,,2020**,,2021***,,2022,,2023,,2024,
